#SpecID                              |     RAdeg      DEdeg|      snru|      snrg|      snrr|      snri|      snrz|          RV|        e_RV|    Teff|      e_Teff|q_Teff| TeffCor|        logg|      e_logg|q_logg| loggCor|        Vt|        e_Vt|q_Vt|   Vtcorr|    [Fe/H]|    e_[Fe/H]|q_[Fe/H]|[Fe/H]Cor|  [a/Fe]|   e_[a/Fe]|    [C/Fe]|   e_[C/Fe]|q_[C/Fe]|[C/Fe]Cor|    [N/Fe]|   e_[N/Fe]|q_[N/Fe]|[N/Fe]Cor|    [O/Fe]|   e_[O/Fe]|q_[O/Fe]|[O/Fe]Cor|   [Na/Fe]|  e_[Na/Fe]|q_[Na/Fe]|[Na/Fe]Cor|   [Mg/Fe]|  e_[Mg/Fe]|q_[Mg/Fe]|[Mg/Fe]Cor|   [Al/Fe]|  e_[Al/Fe]|q_[Al/Fe]|[Al/Fe]Cor|   [Si/Fe]|  e_[Si/Fe]|q_[Si/Fe]|[Si/Fe]Cor|   [Ca/Fe]|  e_[Ca/Fe]|q_[Ca/Fe]|[Ca/Fe]Cor|   [Ti/Fe]|  e_[Ti/Fe]|q_[Ti/Fe]|[Ti/Fe]Cor|   [Cr/Fe]|  e_[Cr/Fe]|q_[Cr/Fe]|[Cr/Fe]Cor|   [Mn/Fe]|  e_[Mn/Fe]|q_[Mn/Fe]|[Mn/Fe]Cor|   [Co/Fe]|  e_[Co/Fe]|q_[Co/Fe]|[Co/Fe]Cor|   [Ni/Fe]|  e_[Ni/Fe]|q_[Ni/Fe]|[Ni/Fe]Cor|   [Cu/Fe]|   e_[Cu/Fe]|q_[Cu/Fe]|[Cu/Fe]Cor|   [Ba/Fe]|   e_[Ba/Fe]|q_[Ba/Fe]|[Ba/Fe]Cor|        Chi2|       Chi2R|q_Chi2|      Chi2Na|     Chi2RNa|q_Chi2Na|   dSNRPlx|Mult|Uq|Name           |SubClass  |Filename
20141114-HD005814N335703V01-13-242  | 16.136952  34.614933|6.46|105.059998|171.800003|230.210007|189.610001|17.361|3.66047|5012.17|20.0489|1.0|0.959783|4.5866|0.0364444|1.0|0.915372|1.35312|0.06156|1.0|0.736827|0.04644|0.02593|1.0|0.969637|0.03415|0.00943|-0.17929|0.01341|1.0|0.913984|0.09572|0.04208|1.0|0.908807|0.0268|0.04868|1.0|0.894939|  -0.12894|0.04014|1.0|0.668298|   0.05241|0.01455|1.0|0.887133|  -0.10659|0.03983|1.0|0.798086|-0.13008|0.03488|1.0|0.82457|0.05153|0.01721|1.0|0.926835|   0.02988|0.02074|1.0|0.816586|  -0.01039|0.01816|1.0|0.891962|   0.05927|0.02571|1.0|0.951664|-0.09147|0.03427|1.0|0.841203|0.0171|0.01761|1.0|0.848809|  -0.38534|0.17204|1.0|0.52341|  -0.00482|0.10253|1.0|0.778764|3.06802|2.43814|good|1.87365|-0.584914|good|  -0.09631|YES|1.0|S0160813+343653|K1        |spec-56976-HD005814N335703V01_sp13-242.fits.gz
20141114-HD072545N042645V01-11-245  |111.532003   6.089707|5.15|70.330002|136.679993|183.559998|148.190002|58.4505|3.84934|4611.66|23.2087|1.0|0.925674|2.50781|0.0591829|1.0|0.866508|1.36689|0.05019|1.0|0.770361|-0.15112|0.02409|1.0|0.958573|0.02851|0.01402|-0.1722|0.01907|1.0|0.874276|0.23048|0.04135|1.0|0.90114|0.06482|0.05761|1.0|0.868151|   0.16773|0.06548|1.0|0.610017|   0.06112|0.03233|1.0|0.654675|   0.07013|0.07514|1.0|0.562111|0.09422|0.0441|1.0|0.707809|-0.02524|0.0203|1.0|0.918127|   0.08365|0.02901|1.0|0.658176|   0.05981|0.03346|1.0|0.770691|   0.00936|0.04618|1.0|0.886586|0.07816|0.03751|1.0|0.801162|0.09196|0.02302|1.0|0.747683|       ---|999.0|0.0|0.40235|   0.12655|0.12643|1.0|0.607672|0.78627|1.16251|good|1.91402|-0.199423|good|   0.00000|YES|1.0|S1113155+060522|G5        |spec-56976-HD072545N042645V01_sp11-245.fits.gz
20141116-GAC122N29B1-06-145         |124.880150  28.752963|1.52|25.08|46.779999|55.34|38.759998|83.3903|3.45061|4754.78|36.5739|1.0|0.893045|4.69787|0.067445|1.0|0.859814|1.5774|0.10028|1.0|0.586658|0.09597|0.04766|1.0|0.935441|0.06548|0.02299|-0.17074|0.02571|1.0|0.901969|0.11596|0.09843|1.0|0.837226|-0.02478|0.08026|1.0|0.846634|   0.03251|0.09288|1.0|0.621827|   0.05651|0.03877|1.0|0.710276|  -0.02563|0.1101|1.0|0.612481|-0.03602|0.0889|1.0|0.637324|0.09057|0.03679|1.0|0.835841|   0.06624|0.05267|1.0|0.667583|   0.04301|0.03977|1.0|0.814736|  -0.00026|0.07542|1.0|0.881731|0.07406|0.08804|1.0|0.697901|0.02567|0.04374|1.0|0.794872|       ---|999.0|0.0|0.438152|  -0.33868|0.37481|1.0|0.471601|1.72387|4.35337|good|0.847868|-0.161224|good|   1.01564|YES|1.0|S1245248+284510|K4        |spec-56978-GAC122N29B1_sp06-145.fits.gz
20141116-HD224349N335534V01-16-157  |339.637663  35.414175|27.35|139.919998|217.820007|269.929993|198.399994|17.5289|3.66946|5474.99|20.2179|1.0|0.936361|4.4927|0.0387927|1.0|0.905215|1.23282|0.10117|1.0|0.672262|-0.24169|0.03276|1.0|0.954455|0.06565|0.01173|-0.05274|0.01827|1.0|0.894179|-0.00766|0.04738|1.0|0.892938|0.20174|0.07476|1.0|0.734065|  -0.11702|0.05399|1.0|0.699124|   0.12098|0.01953|1.0|0.754536|   0.09345|0.03693|1.0|0.717621|-0.01164|0.03396|1.0|0.780514|0.085|0.02296|1.0|0.947669|   0.00460|0.02307|1.0|0.755856|  -0.01011|0.02642|1.0|0.822665|  -0.04786|0.03021|1.0|0.901873|-0.08993|0.03965|1.0|0.79508|-0.02939|0.01877|1.0|0.898502|   0.10485|0.18359|1.0|0.729554|   0.13585|0.10934|1.0|0.814942|1.19082|0.1919|good|4.65322|0.508577|good|  -0.86530|YES|1.0|S3393815+352451|G4        |spec-56978-HD224349N335534V01_sp16-157.fits.gz
20141117-EG232804N083753V01-10-011  |350.101276   8.466938|6.75|78.919998|145.949997|195.520004|148.809998|19.5705|3.30071|4796.13|20.0587|1.0|0.906017|4.60322|0.0361475|1.0|0.872548|1.19531|0.07112|1.0|0.556775|0.13619|0.02624|1.0|0.931727|0.04671|0.00974|-0.14794|0.0134|1.0|0.919781|0.06474|0.03897|1.0|0.837174|0.0583|0.04328|1.0|0.86437|   0.04651|0.03436|1.0|0.686648|   0.02932|0.01616|1.0|0.781256|   0.01272|0.03539|1.0|0.626188|-0.0071|0.03155|1.0|0.713683|0.07256|0.01782|1.0|0.859053|   0.06205|0.01976|1.0|0.699285|   0.02987|0.01692|1.0|0.847347|   0.00934|0.02501|1.0|0.913487|0.01932|0.03656|1.0|0.789268|0.03882|0.01952|1.0|0.786547|       ---|999.0|0.0|0.541706|  -0.19562|0.12494|1.0|0.577187|1.00388|-0.530853|good|1.557|-0.624288|good|  -0.70501|YES|1.0|S3500604+082800|K3        |spec-56979-EG232804N083753V01_sp10-011.fits.gz
20141117-HD092603S011405V01-01-213  |141.484414  -3.674742|8.46|63.720001|100.269997|110.860001|82.959999|-30.0302|4.25106|4957.47|24.717|1.0|0.948562|4.54841|0.0471469|1.0|0.896573|1.35085|0.10166|1.0|0.538652|-0.23972|0.03669|1.0|0.958549|0.19635|0.01305|-0.08928|0.01807|1.0|0.912517|-0.04232|0.05579|1.0|0.804812|0.1214|0.05506|1.0|0.823093|  -0.08330|0.05459|1.0|0.650939|   0.31337|0.02065|1.0|0.783865|   0.11089|0.05515|1.0|0.579376|0.07697|0.04518|1.0|0.719244|0.12959|0.02374|1.0|0.893176|   0.11942|0.02809|1.0|0.713412|   0.01002|0.0263|1.0|0.841508|  -0.13309|0.03694|1.0|0.92169|-0.02194|0.05206|1.0|0.790734|-0.04937|0.02389|1.0|0.765756|       ---|999.0|0.0|0.468127|  -0.45428|0.21713|1.0|0.465433|0.727575|-0.28603|good|0.808169|-0.728398|good|  -0.25809|YES|1.0|S1412903-034029|G8        |spec-56979-HD092603S011405V01_sp01-213.fits.gz
20141118-GAC125N19B1-07-170         |126.338380  17.910575|6.97|74.699997|136.960007|170.139999|118.459999|17.6398|3.0399|5062.26|20.2073|1.0|0.962277|4.52945|0.0383403|1.0|0.921859|1.17637|0.07017|1.0|0.627044|0.2758|0.02541|1.0|0.953347|0.0058|0.01048|-0.1775|0.01499|1.0|0.908299|0.12278|0.04003|1.0|0.900087|-0.04839|0.0496|1.0|0.885133|  -0.05810|0.03386|1.0|0.722431|   0.03753|0.01633|1.0|0.889472|  -0.03872|0.04049|1.0|0.738753|-0.02574|0.03431|1.0|0.827752|-0.01539|0.01874|1.0|0.920144|  -0.01333|0.0245|1.0|0.799888|  -0.03509|0.0208|1.0|0.886471|   0.10841|0.02705|1.0|0.949874|-0.01013|0.03553|1.0|0.851654|0.06337|0.02089|1.0|0.823309|  -0.20085|0.19365|1.0|0.567638|  -0.33222|0.14419|1.0|0.667023|0.837009|-0.0919238|good|1.59848|-0.521697|good|  -1.27584|YES|1.0|S1262018+175438|K1        |spec-56980-GAC125N19B1_sp07-170.fits.gz
20141118-HD052954N014721V01-11-163  | 82.016067   4.015725|8.45|69.160004|130.429993|180.479996|143.570007|71.1198|4.7607|4885.5|28.1366|1.0|0.922197|2.77299|0.068951|1.0|0.903851|1.28526|0.08291|1.0|0.72172|-0.3733|0.02817|1.0|0.931082|0.12745|0.01631|-0.12803|0.02308|1.0|0.840871|0.2341|0.04738|1.0|0.881924|0.13825|0.0734|1.0|0.757118|   0.37044|0.07241|1.0|0.668942|   0.18001|0.03713|1.0|0.60201|       ---|999.0|0.0|0.50881|0.11753|0.0475|1.0|0.70544|0.06821|0.02513|1.0|0.929695|   0.18725|0.03154|1.0|0.637451|   0.08194|0.04144|1.0|0.685586|  -0.03787|0.05916|1.0|0.794345|0.04437|0.04548|1.0|0.73839|0.07384|0.02499|1.0|0.737568|  -0.07615|0.22321|1.0|0.496031|   0.16079|0.14697|1.0|0.663465|0.716559|1.13783|good|5.89222|1.59216|good|0.0|YES|1.0|S0820057+040056|G5        |spec-56980-HD052954N014721V01_sp11-163.fits.gz
20141119-HD011332N441019V01-05-181  | 17.007306  43.273387|10.18|122.010002|275.320007|364.670013|295.579987|-37.2402|3.63049|4609.17|19.0809|1.0|0.913359|2.22071|0.0503302|1.0|0.836911|1.56712|0.04163|1.0|0.792601|-0.48513|0.02258|1.0|0.953518|0.10437|0.01103|-0.08756|0.01539|1.0|0.874307|0.1579|0.03225|1.0|0.892402|0.21015|0.04542|1.0|0.827996|   0.11897|0.05794|1.0|0.570828|   0.16495|0.02545|1.0|0.530929|   0.21050|0.05441|1.0|0.505185|0.16507|0.0353|1.0|0.639404|0.04968|0.01612|1.0|0.925271|   0.13803|0.0222|1.0|0.577832|  -0.08319|0.0289|1.0|0.615331|  -0.21962|0.0473|1.0|0.753533|-0.00745|0.02793|1.0|0.723312|-0.00961|0.01603|1.0|0.765755|       ---|999.0|0.0|0.373215|   0.40923|0.08614|1.0|0.65901|1.14184|0.657513|good|4.49517|-0.148926|good|0.0|YES|1.0|S0170026+431624|G5        |spec-56981-HD011332N441019V01_sp05-181.fits.gz
20141119-HD063420S025420V01-07-110  | 99.612397  -4.340874|0.12|8.16|55.799999|106.440002|101.830002|51.7802|2.40134|4219.63|39.2073|1.0|0.863122|1.73736|0.0852107|1.0|0.671823|1.53535|0.06415|1.0|0.645333|0.02175|0.03954|1.0|0.912164|-0.01052|0.02147|-0.31106|0.02611|1.0|0.729939|0.30419|0.05242|1.0|0.765386|-0.18628|0.06|1.0|0.793744|   0.22942|0.10428|1.0|0.633497|   0.05408|0.05504|1.0|0.539367|   0.24093|0.0815|1.0|0.562892|0.1329|0.06596|1.0|0.617039|-0.09501|0.02859|1.0|0.825135|   0.11648|0.05086|1.0|0.590884|  -0.11104|0.06519|1.0|0.734673|  -0.13245|0.09308|1.0|0.852139|0.06836|0.065|1.0|0.711086|0.18255|0.0466|1.0|0.66675|       ---|999.0|0.0|0.250511|   0.69597|0.26762|1.0|0.564609|0.834634|3.12239|good|0.879977|1.02089|good|0.0|YES|1.0|S0993644-042027|G5        |spec-56981-HD063420S025420V01_sp07-110.fits.gz
20141119-HD231600N352358V01-13-227  |350.853252  35.958649|2.87|66.449997|130.139999|194.070007|171.110001|-26.7205|3.74141|4840.18|26.3306|1.0|0.911625|3.0088|0.0570513|1.0|0.891674|1.22353|0.05272|1.0|0.69261|0.01917|0.02524|1.0|0.94542|0.01474|0.01498|-0.25238|0.02081|1.0|0.855348|0.16107|0.04783|1.0|0.904548|-0.01757|0.06942|1.0|0.833828|   0.15571|0.06412|1.0|0.657621|   0.02557|0.03002|1.0|0.64849|  -0.07230|0.08341|1.0|0.602654|0.09031|0.04526|1.0|0.735891|-0.05644|0.02359|1.0|0.909599|   0.08935|0.03072|1.0|0.674123|  -0.00329|0.03746|1.0|0.76384|   0.17581|0.04647|1.0|0.894397|0.02954|0.03992|1.0|0.799243|0.0061|0.02269|1.0|0.718723|  -0.50210|0.23165|1.0|0.40099|  -0.15605|0.1611|1.0|0.587036|1.5849|3.025|good|0.794099|-0.663601|good|0.0|YES|1.0|S3505111+355731|G5        |spec-56981-HD231600N352358V01_sp13-227.fits.gz
20141120-HD000408N565515V01-04-196  |  0.628872  57.005735|35.689999|259.329987|499.339996|616.419983|493.119995|-29.9613|4.20909|4929.48|11.5994|1.0|0.950303|4.5717|0.0216153|1.0|0.903312|1.27938|0.0357|1.0|0.672557|0.01313|0.01709|1.0|0.96846|0.05022|0.00524|-0.11557|0.00843|1.0|0.936888|0.05489|0.02115|1.0|0.895553|0.08188|0.02511|1.0|0.890281|  -0.14631|0.02207|1.0|0.602975|   0.11509|0.00859|1.0|0.83197|   0.06799|0.01527|1.0|0.64218|-0.06692|0.01421|1.0|0.763728|0.03159|0.0096|1.0|0.921415|   0.03632|0.01195|1.0|0.747114|   0.05407|0.00931|1.0|0.856273|   0.01021|0.011|1.0|0.936611|-0.08288|0.01654|1.0|0.821394|0.04678|0.01111|1.0|0.838791|  -0.41013|0.10358|1.0|0.476089|  -0.27730|0.05582|1.0|0.604603|9.18993|3.32487|good|23.4219|1.28036|good|-0.95201|YES|1.0|S0003743+570020|K0        |spec-56982-HD000408N565515V01_sp04-196.fits.gz
20141120-HD083110N401329V01-15-140  |127.728997  41.223723|18.6|217.059998|414.869995|560.820007|437.079987|59.5388|3.72042|4385.73|12.943|1.0|0.893121|2.24485|0.0359051|1.0|0.820153|1.34695|0.02559|1.0|0.754943|-0.11931|0.01509|1.0|0.948539|0.08036|0.00718|-0.14302|0.01021|1.0|0.887839|0.15788|0.0234|1.0|0.873769|0.06745|0.02803|1.0|0.864115|   0.05902|0.03991|1.0|0.578389|   0.09326|0.01532|1.0|0.58072|   0.31472|0.03789|1.0|0.565555|0.16914|0.02465|1.0|0.649377|-0.00196|0.01131|1.0|0.881447|   0.15880|0.01331|1.0|0.624867|   0.04717|0.01666|1.0|0.761803|  -0.09530|0.01687|1.0|0.874342|0.07507|0.01816|1.0|0.7463|0.11245|0.01392|1.0|0.707269|       ---|999.0|0.0|0.261598|   0.07456|0.05506|1.0|0.53083|5.47628|2.31344|good|50.677|2.04051|good|0.0|YES|1.0|S1274344+411325|G5        |spec-56982-HD083110N401329V01_sp15-140.fits.gz
20141123-HD093120N125131V01-07-049  |143.315550  11.009294|16.08|107.5|191.309998|238.529999|174.940002|171.691|3.69045|4901.85|28.2715|1.0|0.912641|2.68742|0.0674327|1.0|0.876861|1.43538|0.04755|1.0|0.643735|-0.67326|0.03395|1.0|0.912356|0.22323|0.01476|0.02098|0.0229|1.0|0.787111|0.02954|0.04813|1.0|0.80648|0.38995|0.06688|1.0|0.639776|       ---|999.0|0.0|0.475082|   0.30227|0.0309|1.0|0.503769|       ---|999.0|0.0|0.43733|0.10305|0.04633|1.0|0.674944|0.13649|0.02475|1.0|0.913385|   0.30284|0.02634|1.0|0.549896|       ---|999.0|0.0|0.513369|  -0.21756|0.065|1.0|0.630833|0.0849|0.0393|1.0|0.651357|0.01211|0.02354|1.0|0.720937|       ---|999.0|0.0|0.286879|   0.30971|0.12258|1.0|0.687483|0.946762|0.515819|good|7.12076|0.534648|good|0.0|YES|1.0|S1431855+110033|G6        |spec-56985-HD093120N125131V01_sp07-049.fits.gz
20141125-GAC052N35B1-16-158         | 51.007715  37.067572|1.11|41.509998|98.800003|152.789993|123.529999|50.2392|4.52087|5078.71|23.6882|1.0|0.96449|4.56054|0.0449352|1.0|0.920006|1.30711|0.1336|1.0|0.71568|0.04768|0.02988|1.0|0.97166|0.05205|0.0139|-0.16988|0.01978|1.0|0.924435|0.03879|0.05844|1.0|0.926319|-0.04595|0.07247|1.0|0.908013|  -0.10272|0.05608|1.0|0.61237|   0.12526|0.02234|1.0|0.85733|   0.03556|0.05705|1.0|0.691726|-0.09866|0.05038|1.0|0.785495|-0.00538|0.02293|1.0|0.940423|   0.07707|0.03379|1.0|0.769411|   0.06668|0.03182|1.0|0.856541|   0.07117|0.05045|1.0|0.938026|0.06273|0.05058|1.0|0.819001|-0.01319|0.02639|1.0|0.855912|   0.00815|0.24959|1.0|0.660412|   0.08855|0.18128|1.0|0.764401|1.0368|1.89881|good|2.47926|2.27307|good|2.50126|YES|1.0|S0510027+370403|G9        |spec-56987-GAC052N35B1_sp16-158.fits.gz
20141201-HD041808N420828V01-10-180  | 61.954707  41.252313|1.68|40.400002|136.5|231.339996|211.25|-72.241|3.93927|4449.95|19.6881|1.0|0.91351|2.21067|0.0488837|1.0|0.821465|1.40974|0.04249|1.0|0.750855|-0.15933|0.02174|1.0|0.958694|0.05939|0.01261|-0.17166|0.01642|1.0|0.873687|0.12291|0.03177|1.0|0.892834|0.0379|0.04834|1.0|0.864192|   0.25465|0.04724|1.0|0.63562|   0.10608|0.03215|1.0|0.558634|  -0.05267|0.05706|1.0|0.503642|0.18232|0.03927|1.0|0.643548|-0.01465|0.01729|1.0|0.885595|   0.15192|0.02745|1.0|0.604553|   0.05679|0.03631|1.0|0.740233|  -0.13831|0.05069|1.0|0.835392|0.02307|0.03433|1.0|0.729348|0.02982|0.01954|1.0|0.706841|       ---|999.0|0.0|0.32152|   0.38715|0.13755|1.0|0.591539|0.966536|3.03928|good|3.75277|1.90132|good|0.0|YES|1.0|S0615716+411508|G5        |spec-56993-HD041808N420828V01_sp10-180.fits.gz
20141202-GAC097N20B2-01-240         | 96.535794  18.105940|0.56|18.610001|67.910004|107.800003|101.889999|31.6011|3.57053|4260.29|33.018|1.0|0.894809|1.64689|0.0835063|1.0|0.716405|1.63538|0.08233|1.0|0.726056|-0.31021|0.03852|1.0|0.954835|0.04676|0.02181|-0.20816|0.02743|1.0|0.818494|0.1891|0.05554|1.0|0.870139|0.05244|0.08218|1.0|0.84062|  -0.19107|0.09441|1.0|0.465274|  -0.11428|0.05308|1.0|0.570994|   0.27375|0.10683|1.0|0.515702|0.24073|0.07261|1.0|0.632326|0.04046|0.02889|1.0|0.865675|   0.12436|0.05271|1.0|0.64294|   0.01519|0.06142|1.0|0.743918|  -0.35790|0.10021|1.0|0.803516|0.05321|0.05991|1.0|0.748632|0.08116|0.0411|1.0|0.698953|       ---|999.0|0.0|0.243194|   0.74946|0.21141|1.0|0.617838|0.623705|2.11546|good|1.0294|0.490241|good|0.0|YES|1.0|S0963208+180621|G5        |spec-56994-GAC097N20B2_sp01-240.fits.gz
20141202-HD033604N273535V01-14-148  | 52.045378  28.662548|2.36|106.879997|295.309998|482.779999|444.619995|9.27858|3.84934|4123.81|11.0641|1.0|0.873912|1.44098|0.0286721|1.0|0.695265|1.63053|0.02392|1.0|0.778335|-0.35707|0.01368|1.0|0.950893|0.05328|0.00672|-0.15741|0.00821|1.0|0.862287|0.17684|0.01991|1.0|0.852576|0.16435|0.02661|1.0|0.837186|   0.02867|0.03149|1.0|0.563896|  -0.02646|0.01678|1.0|0.514334|   0.18733|0.02941|1.0|0.528212|0.07749|0.024|1.0|0.629969|0.00526|0.00933|1.0|0.85331|   0.20098|0.01365|1.0|0.599433|   0.01069|0.01762|1.0|0.763351|  -0.30269|0.02839|1.0|0.794248|0.02906|0.01794|1.0|0.718056|0.03348|0.01105|1.0|0.707985|       ---|999.0|0.0|0.23182|   0.73332|0.05379|1.0|0.547598|2.59627|3.66071|good|3.74883|-0.104006|good|0.0|YES|1.0|S0520243+283945|G5        |spec-56994-HD033604N273535V01_sp14-148.fits.gz
20141202-HD230130N570619V01-10-236  |342.256927  56.787814|10.35|64.260002|94.199997|78.669998|69.07|-24.4601|3.95126|5314.65|34.8352|1.0|0.947177|3.75657|0.0722325|1.0|0.922893|0.86113|0.06877|1.0|0.59486|0.14429|0.03085|1.0|0.93608|0.03945|0.01748|-0.13757|0.02605|1.0|0.856752|0.01454|0.05805|1.0|0.894122|-0.1112|0.08639|1.0|0.736159|   0.02004|0.06744|1.0|0.664519|   0.10361|0.028|1.0|0.807384|   0.13114|0.07254|1.0|0.713204|-0.0384|0.04946|1.0|0.837318|-0.0035|0.03518|1.0|0.92563|   0.01988|0.03578|1.0|0.77351|   0.01409|0.03757|1.0|0.822357|   0.16692|0.04244|1.0|0.933191|-0.04473|0.04563|1.0|0.853969|0.10517|0.0337|1.0|0.772948|  -0.51695|0.33572|1.0|0.514558|  -0.02900|0.17063|1.0|0.802413|0.632489|0.446851|good|1.16463|-0.513098|good|0.12842|YES|1.0|S3421524+564716|G7        |spec-56994-HD230130N570619V01_sp10-236.fits.gz
20141204-HD092159N212954B01-02-061  |139.828064  19.943070|9.01|55.360001|98.949997|126.510002|91.57|27.2092|4.02022|5356.28|24.3377|1.0|0.941627|4.32352|0.0491146|1.0|0.896159|0.92641|0.10418|1.0|0.527159|0.22771|0.03191|1.0|0.922615|0.02715|0.01429|-0.13836|0.02087|1.0|0.877666|0.19702|0.04829|1.0|0.890779|-0.13113|0.06728|1.0|0.816792|   0.05558|0.05492|1.0|0.846681|   0.09352|0.02211|1.0|0.860424|   0.01320|0.05623|1.0|0.851836|0.04106|0.03938|1.0|0.890574|-0.00842|0.02614|1.0|0.919654|  -0.09807|0.03676|1.0|0.830466|  -0.04717|0.03461|1.0|0.872083|   0.13887|0.03981|1.0|0.947581|-0.03811|0.04376|1.0|0.892523|0.08202|0.02689|1.0|0.807424|   0.47211|0.24077|1.0|0.648917|  -0.31978|0.21385|1.0|0.784691|0.631527|-0.202552|good|1.13771|-0.12504|good|-0.2935|YES|1.0|S1394941+195635|G8        |spec-56996-HD092159N212954B01_sp02-061.fits.gz
20141208-M31027N26B1-11-076         | 27.133400  28.081561|2.35|25.9|53.77|77.25|56.299999|-5.09947|3.42963|4882.47|32.386|1.0|0.929088|4.73547|0.0632338|1.0|0.887135|1.70124|0.17404|1.0|0.679722|0.06094|0.04146|1.0|0.956599|0.02617|0.02028|-0.18616|0.02463|1.0|0.891829|0.12058|0.08749|1.0|0.893684|0.00161|0.08401|1.0|0.87283|  -0.14018|0.09708|1.0|0.63319|   0.00292|0.03401|1.0|0.795039|   0.04434|0.08919|1.0|0.654613|-0.18322|0.08081|1.0|0.704781|0.03381|0.03155|1.0|0.896921|   0.13496|0.04945|1.0|0.724991|   0.04559|0.03868|1.0|0.857841|  -0.00962|0.06967|1.0|0.914421|0.02747|0.07769|1.0|0.79166|0.0062|0.04146|1.0|0.84148|   0.08622|0.38857|1.0|0.574499|   0.10755|0.29168|1.0|0.65347|0.484787|-0.293457|good|0.670208|-0.281812|good|-0.02508|YES|1.0|S0270800+280453|K3        |spec-57000-M31027N26B1_sp11-076.fits.gz
20141211-HD085306N522324V01-04-022  |132.715033  52.646720|8.04|53.279999|87.959999|90.779999|68.510002|4.34999|4.37097|5200.1|27.5928|1.0|0.952807|4.60404|0.0524108|1.0|0.905796|1.42103|0.08383|1.0|0.698498|-0.25981|0.04011|1.0|0.970751|0.10808|0.0158|-0.07242|0.02391|1.0|0.908787|0.24615|0.07654|1.0|0.876182|0.26287|0.08376|1.0|0.807222|  -0.13832|0.07736|1.0|0.640646|   0.14967|0.02735|1.0|0.813331|   0.05339|0.0679|1.0|0.64122|-0.05484|0.05567|1.0|0.767627|0.11621|0.02528|1.0|0.939815|   0.08795|0.03574|1.0|0.760508|  -0.01102|0.03429|1.0|0.835439|  -0.15741|0.04827|1.0|0.915396|-0.03831|0.06335|1.0|0.79081|-0.00954|0.03048|1.0|0.863694|       ---|999.0|0.0|0.490237|  -0.01626|0.20022|1.0|0.726741|0.664317|0.155757|good|0.297009|-1.06586|good|-1.80933|YES|1.0|S1324254+523848|G8        |spec-57003-HD085306N522324V01_sp04-022.fits.gz
20141212-GAC081N20B1-05-012         | 81.419984  19.228406|0.86|36.259998|117.540001|169.470001|129.399994|4.01122|4.44892|4827.6|30.8025|1.0|0.892397|2.27105|0.0754457|1.0|0.809938|1.71029|0.0844|1.0|0.718012|-0.44886|0.03354|1.0|0.924735|0.05781|0.01989|-0.16361|0.02809|1.0|0.746558|0.25976|0.05247|1.0|0.834803|0.4046|0.09423|1.0|0.655888|   0.24394|0.09325|1.0|0.690363|   0.14624|0.04963|1.0|0.650778|       ---|999.0|0.0|0.471201|0.0738|0.05944|1.0|0.700986|0.0325|0.02735|1.0|0.913405|   0.04468|0.04468|1.0|0.662891|  -0.03414|0.06086|1.0|0.680386|  -0.12923|0.08253|1.0|0.772728|-0.09845|0.05269|1.0|0.766257|-0.03518|0.02765|1.0|0.734207|       ---|999.0|0.0|0.528411|   0.50905|0.17425|1.0|0.75391|0.73878|2.23084|good|3.02007|1.68167|good|0.0|YES|1.0|S0812511+191342|G5        |spec-57004-GAC081N20B1_sp05-012.fits.gz
20141212-HD105331N491352V01-07-049  |164.106601  47.342656|5.58|71.199997|146.789993|154.429993|127.620003|-3.25874|3.3187|4708.96|21.4171|1.0|0.892089|4.70783|0.0369104|1.0|0.86123|1.75443|0.08676|1.0|0.618051|-0.181|0.02966|1.0|0.935534|0.08246|0.01015|-0.13375|0.01344|1.0|0.879503|0.07636|0.053|1.0|0.804919|0.22476|0.04988|1.0|0.76676|  -0.05400|0.03397|1.0|0.643683|   0.00417|0.01761|1.0|0.739017|   0.00278|0.04409|1.0|0.641752|-0.03066|0.03548|1.0|0.660574|0.12069|0.01816|1.0|0.830944|   0.16767|0.0194|1.0|0.672337|   0.04574|0.0177|1.0|0.821927|  -0.15959|0.02974|1.0|0.891389|-0.03315|0.04072|1.0|0.745775|-0.02453|0.01953|1.0|0.796685|       ---|999.0|0.0|0.388649|   0.28882|0.11466|1.0|0.6712|1.23839|0.0497837|good|3.81937|0.953209|good|-1.3313|YES|1.0|S1640623+472033|K4        |spec-57004-HD105331N491352V01_sp07-049.fits.gz
